School_Name,School_ID,Unit,Network,Grade,Year,ReadME,MathME,CompME,ReadEXC,MathEXC,CompEXC,ReadMEET,MathMEET,CompMEET,ReadBLW,MathBLW,CompBLW,ReadWRN,MathWRN,CompWRN,ReadTST,MathTST
BURR,609828,2530,Network 6,8th Grade,2011,92.9,92.9,92.9,3.6,39.3,21.4,89.3,53.6,71.4,7.1,7.1,7.1,0.0,0.0,0.0,28,28
BURR,609828,2530,Network 6,3rd Grade,2012,81.5,88.9,85.2,25.9,29.6,27.8,55.6,59.3,57.4,18.5,11.1,14.8,0.0,0.0,0.0,27,27
BURR,609828,2530,Network 6,4th Grade,2012,88.2,100.0,90.2,35.3,52.9,37.3,52.9,47.1,52.9,11.8,0.0,9.8,0.0,0.0,0.0,17,17
BURR,609828,2530,Network 6,5th Grade,2012,84.4,87.5,85.9,21.9,6.3,14.1,62.5,81.3,71.9,15.6,12.5,14.1,0.0,0.0,0.0,32,32
BURR,609828,2530,Network 6,6th Grade,2012,91.7,83.3,87.5,12.5,4.2,8.3,79.2,79.2,79.2,8.3,16.7,12.5,0.0,0.0,0.0,24,24
BURR,609828,2530,Network 6,7th Grade,2012,81.0,76.2,77.8,19.0,23.8,17.5,61.9,52.4,60.3,19.0,19.0,17.5,0.0,4.8,4.8,21,21
BURR,609828,2530,Network 6,8th Grade,2012,92.9,89.3,91.1,14.3,25.0,19.6,78.6,64.3,71.4,7.1,10.7,8.9,0.0,0.0,0.0,28,28
BURR,609828,2530,Network 6,3rd Grade,2013,47.8,39.1,43.5,17.4,17.4,17.4,30.4,21.7,26.1,47.8,60.9,54.3,4.3,0.0,2.2,23,23
BURR,609828,2530,Network 6,4th Grade,2013,61.5,76.9,76.9,7.7,0.0,11.5,53.8,76.9,65.4,38.5,23.1,23.1,0.0,0.0,0.0,26,26
BURR,609828,2530,Network 6,5th Grade,2013,66.7,68.2,67.4,19.0,9.1,14.0,47.6,59.1,53.5,23.8,31.8,27.9,9.5,0.0,4.7,21,22
BURR,609828,2530,Network 6,6th Grade,2013,51.6,58.1,54.8,3.2,6.5,4.8,48.4,51.6,50.0,48.4,41.9,45.2,0.0,0.0,0.0,31,31
BURR,609828,2530,Network 6,7th Grade,2013,63.6,54.5,63.6,13.6,4.5,9.1,50.0,50.0,54.5,36.4,45.5,34.8,0.0,0.0,1.5,22,22
BURR,609828,2530,Network 6,8th Grade,2013,45.0,45.0,45.0,15.0,5.0,10.0,30.0,40.0,35.0,55.0,50.0,52.5,0.0,5.0,2.5,20,20
BURR,609828,2530,Network 6,3rd Grade,2014,48.0,52.0,50.0,24.0,16.0,20.0,24.0,36.0,30.0,48.0,48.0,48.0,4.0,0.0,2.0,25,25
BURR,609828,2530,Network 6,4th Grade,2014,50.0,59.1,63.6,22.7,13.6,15.2,27.3,45.5,48.5,45.5,36.4,33.3,4.5,4.5,3.0,22,22
BURR,609828,2530,Network 6,5th Grade,2014,56.7,56.7,56.7,6.7,0.0,3.3,50.0,56.7,53.3,36.7,36.7,36.7,6.7,6.7,6.7,30,30
BURR,609828,2530,Network 6,6th Grade,2014,60.0,64.0,62.0,24.0,20.0,22.0,36.0,44.0,40.0,28.0,28.0,28.0,12.0,8.0,10.0,25,25
BURR,609828,2530,Network 6,7th Grade,2014,66.7,48.1,60.5,14.8,3.7,7.4,51.9,44.4,53.1,29.6,44.4,34.6,3.7,7.4,4.9,27,27
BURR,609828,2530,Network 6,8th Grade,2014,66.7,57.1,61.9,14.3,4.8,9.5,52.4,52.4,52.4,33.3,19.0,26.2,0.0,23.8,11.9,21,21
BURROUGHS,609829,2540,Network 8,3rd Grade,2010,49.1,93.0,71.4,18.2,45.6,32.1,30.9,47.4,39.3,43.6,7.0,25.0,7.3,0.0,3.6,55,57
BURROUGHS,609829,2540,Network 8,4th Grade,2010,56.1,77.6,64.7,12.3,15.5,11.0,43.9,62.1,53.8,43.9,19.0,31.2,0.0,3.4,4.0,57,58
BURROUGHS,609829,2540,Network 8,5th Grade,2010,66.7,92.3,79.5,12.8,12.8,12.8,53.8,79.5,66.7,33.3,7.7,20.5,0.0,0.0,0.0,39,39
BURROUGHS,609829,2540,Network 8,6th Grade,2010,80.4,82.2,81.3,23.9,13.3,18.7,56.5,68.9,62.6,19.6,17.8,18.7,0.0,0.0,0.0,46,45
BURROUGHS,609829,2540,Network 8,7th Grade,2010,68.6,86.3,77.8,3.9,29.4,11.8,64.7,56.9,66.0,31.4,11.8,17.6,0.0,2.0,4.6,51,51
BURROUGHS,609829,2540,Network 8,8th Grade,2010,87.3,84.1,85.7,6.3,30.2,18.3,81.0,54.0,67.5,12.7,15.9,14.3,0.0,0.0,0.0,63,63
BURROUGHS,609829,2540,Network 8,3rd Grade,2011,74.0,89.8,81.8,14.0,32.7,23.2,60.0,57.1,58.6,24.0,10.2,17.2,2.0,0.0,1.0,50,49
BURROUGHS,609829,2540,Network 8,4th Grade,2011,59.6,94.3,74.7,21.2,32.1,22.8,38.5,62.3,51.9,40.4,5.7,24.7,0.0,0.0,0.6,52,53
BURROUGHS,609829,2540,Network 8,5th Grade,2011,71.4,76.8,74.1,19.6,17.9,18.8,51.8,58.9,55.4,28.6,23.2,25.9,0.0,0.0,0.0,56,56
BURROUGHS,609829,2540,Network 8,6th Grade,2011,85.7,85.7,85.7,20.4,18.4,19.4,65.3,67.3,66.3,14.3,14.3,14.3,0.0,0.0,0.0,49,49
BURROUGHS,609829,2540,Network 8,7th Grade,2011,78.6,78.6,77.6,16.7,21.4,15.2,61.9,57.1,62.4,19.0,16.7,17.6,2.4,4.8,4.8,42,42
BURROUGHS,609829,2540,Network 8,8th Grade,2011,88.6,88.6,88.6,2.3,34.1,18.2,86.4,54.5,70.5,11.4,11.4,11.4,0.0,0.0,0.0,44,44
BURROUGHS,609829,2540,Network 8,3rd Grade,2012,82.4,92.2,87.3,31.4,56.9,44.1,51.0,35.3,43.1,13.7,5.9,9.8,3.9,2.0,2.9,51,51
BURROUGHS,609829,2540,Network 8,4th Grade,2012,74.5,97.9,80.9,19.1,19.1,16.3,55.3,78.7,64.5,25.5,2.1,19.1,0.0,0.0,0.0,47,47
BURROUGHS,609829,2540,Network 8,5th Grade,2012,71.7,90.6,81.1,30.2,34.0,32.1,41.5,56.6,49.1,28.3,9.4,18.9,0.0,0.0,0.0,53,53
BURROUGHS,609829,2540,Network 8,6th Grade,2012,79.2,84.9,82.1,13.2,20.8,17.0,66.0,64.2,65.1,20.8,13.2,17.0,0.0,1.9,0.9,53,53
BURROUGHS,609829,2540,Network 8,7th Grade,2012,83.0,89.6,84.6,4.3,35.4,16.8,78.7,54.2,67.8,17.0,10.4,11.9,0.0,0.0,3.5,47,48
BURROUGHS,609829,2540,Network 8,8th Grade,2012,86.8,89.5,88.2,10.5,39.5,25.0,76.3,50.0,63.2,13.2,10.5,11.8,0.0,0.0,0.0,38,38
BURROUGHS,609829,2540,Network 8,3rd Grade,2013,55.3,70.2,62.8,10.6,8.5,9.6,44.7,61.7,53.2,42.6,27.7,35.1,2.1,2.1,2.1,47,47
BURROUGHS,609829,2540,Network 8,4th Grade,2013,52.8,71.7,67.9,5.7,9.4,8.8,47.2,62.3,59.1,45.3,26.4,30.2,1.9,1.9,1.9,53,53
BURROUGHS,609829,2540,Network 8,5th Grade,2013,47.6,66.7,57.1,2.4,4.8,3.6,45.2,61.9,53.6,50.0,31.0,40.5,2.4,2.4,2.4,42,42
BURROUGHS,609829,2540,Network 8,6th Grade,2013,50.9,71.9,61.4,10.5,12.3,11.4,40.4,59.6,50.0,42.1,28.1,35.1,7.0,0.0,3.5,57,57
BURROUGHS,609829,2540,Network 8,7th Grade,2013,56.3,58.0,61.5,10.4,16.0,14.9,45.8,42.0,46.6,39.6,36.0,32.4,4.2,6.0,6.1,48,50
BURROUGHS,609829,2540,Network 8,8th Grade,2013,53.2,72.3,62.8,6.4,10.6,8.5,46.8,61.7,54.3,44.7,27.7,36.2,2.1,0.0,1.1,47,47
BURROUGHS,609829,2540,Network 8,3rd Grade,2014,54.0,66.0,60.0,10.0,10.0,10.0,44.0,56.0,50.0,38.0,26.0,32.0,8.0,8.0,8.0,50,50
BURROUGHS,609829,2540,Network 8,4th Grade,2014,58.8,80.8,73.5,21.6,17.3,16.8,37.3,63.5,56.8,35.3,13.5,21.9,5.9,5.8,4.5,51,52
BURROUGHS,609829,2540,Network 8,5th Grade,2014,64.0,92.2,78.2,8.0,19.6,13.9,56.0,72.5,64.4,36.0,7.8,21.8,0.0,0.0,0.0,50,51
BURROUGHS,609829,2540,Network 8,6th Grade,2014,62.2,71.7,67.0,6.7,17.4,12.1,55.6,54.3,54.9,35.6,23.9,29.7,2.2,4.3,3.3,45,46
BURROUGHS,609829,2540,Network 8,7th Grade,2014,58.3,73.5,70.5,12.5,14.3,13.7,45.8,59.2,56.8,39.6,26.5,28.1,2.1,0.0,1.4,48,49
BURROUGHS,609829,2540,Network 8,8th Grade,2014,54.9,63.5,59.2,9.8,21.2,15.5,45.1,42.3,43.7,35.3,25.0,30.1,9.8,11.5,10.7,51,52
BRUNSON,609830,2550,Network 3,3rd Grade,2010,33.8,53.8,43.8,6.3,6.3,6.3,27.5,47.5,37.5,43.8,35.0,39.4,22.5,11.3,16.9,80,80
BRUNSON,609830,2550,Network 3,4th Grade,2010,49.2,56.7,47.0,3.3,5.0,2.8,45.9,51.7,44.2,47.5,38.3,44.2,3.3,5.0,8.8,61,60
BRUNSON,609830,2550,Network 3,5th Grade,2010,37.0,63.0,50.0,5.6,0.0,2.8,31.5,63.0,47.2,63.0,33.3,48.1,0.0,3.7,1.9,54,54
BRUNSON,609830,2550,Network 3,6th Grade,2010,49.3,67.1,58.2,5.5,4.1,4.8,43.8,63.0,53.4,47.9,31.5,39.7,2.7,1.4,2.1,73,73
BRUNSON,609830,2550,Network 3,7th Grade,2010,62.1,75.4,66.2,4.5,9.2,4.6,57.6,66.2,61.5,37.9,23.1,27.7,0.0,1.5,6.2,66,65
BRUNSON,609830,2550,Network 3,8th Grade,2010,54.9,62.2,58.5,0.0,3.7,1.8,54.9,58.5,56.7,45.1,37.8,41.5,0.0,0.0,0.0,82,82
BRUNSON,609830,2550,Network 3,3rd Grade,2011,56.8,69.1,63.0,7.4,16.0,11.7,49.4,53.1,51.2,27.2,21.0,24.1,16.0,9.9,13.0,81,81
BRUNSON,609830,2550,Network 3,4th Grade,2011,36.9,56.9,38.5,9.2,3.1,5.6,27.7,53.8,32.8,60.0,38.5,53.8,3.1,4.6,7.7,65,65
BRUNSON,609830,2550,Network 3,5th Grade,2011,60.6,60.6,60.6,7.6,1.5,4.5,53.0,59.1,56.1,39.4,37.9,38.6,0.0,1.5,0.8,66,66
BRUNSON,609830,2550,Network 3,6th Grade,2011,60.0,67.8,63.9,3.3,0.0,1.7,56.7,67.8,62.2,38.3,27.1,32.8,1.7,5.1,3.4,60,59
BRUNSON,609830,2550,Network 3,7th Grade,2011,58.1,71.6,59.3,4.1,12.2,6.3,54.1,59.5,52.9,40.5,24.3,32.1,1.4,4.1,8.6,74,74
BRUNSON,609830,2550,Network 3,8th Grade,2011,77.8,96.8,87.3,0.0,17.5,8.7,77.8,79.4,78.6,22.2,3.2,12.7,0.0,0.0,0.0,63,63
BRUNSON,609830,2550,Network 3,3rd Grade,2012,37.9,66.2,51.9,4.5,7.7,6.1,33.3,58.5,45.8,37.9,15.4,26.7,24.2,18.5,21.4,66,65
BRUNSON,609830,2550,Network 3,4th Grade,2012,48.6,64.9,50.9,5.4,6.8,4.5,43.2,58.1,46.4,50.0,29.7,44.1,1.4,5.4,5.0,74,74
BRUNSON,609830,2550,Network 3,5th Grade,2012,47.0,48.5,47.7,10.6,0.0,5.3,36.4,48.5,42.4,53.0,48.5,50.8,0.0,3.0,1.5,66,66
BRUNSON,609830,2550,Network 3,6th Grade,2012,69.2,63.1,66.2,9.2,6.2,7.7,60.0,56.9,58.5,30.8,36.9,33.8,0.0,0.0,0.0,65,65
BRUNSON,609830,2550,Network 3,7th Grade,2012,45.8,71.2,56.5,0.0,1.7,0.6,45.8,69.5,55.9,54.2,27.1,36.7,0.0,1.7,6.8,59,59
BRUNSON,609830,2550,Network 3,8th Grade,2012,60.6,77.8,69.2,0.0,29.2,14.7,60.6,48.6,54.5,38.0,22.2,30.1,1.4,0.0,0.7,71,72
BRUNSON,609830,2550,Network 3,3rd Grade,2013,27.9,22.1,25.0,1.5,1.5,1.5,26.5,20.6,23.5,47.1,50.0,48.5,25.0,27.9,26.5,68,68
BRUNSON,609830,2550,Network 3,4th Grade,2013,17.7,17.7,26.9,0.0,0.0,0.0,17.7,17.7,26.9,53.2,53.2,48.4,29.0,29.0,24.7,62,62
BRUNSON,609830,2550,Network 3,5th Grade,2013,27.0,25.4,26.2,0.0,0.0,0.0,27.0,25.4,26.2,58.7,55.6,57.1,14.3,19.0,16.7,63,63
BRUNSON,609830,2550,Network 3,6th Grade,2013,37.3,31.3,34.3,3.0,0.0,1.5,34.3,31.3,32.8,53.7,52.2,53.0,9.0,16.4,12.7,67,67
BRUNSON,609830,2550,Network 3,7th Grade,2013,33.3,41.7,50.7,2.1,0.0,3.5,31.3,41.7,47.2,54.2,47.9,38.9,12.5,10.4,10.4,48,48
BRUNSON,609830,2550,Network 3,8th Grade,2013,19.3,26.3,22.8,3.5,0.0,1.8,15.8,26.3,21.1,63.2,70.2,66.7,17.5,3.5,10.5,57,57
BRUNSON,609830,2550,Network 3,3rd Grade,2014,21.3,19.7,20.5,8.0,2.6,5.3,13.3,17.1,15.2,50.7,52.6,51.7,28.0,27.6,27.8,75,76
BRUNSON,609830,2550,Network 3,4th Grade,2014,27.3,29.1,36.6,1.8,0.0,1.8,25.5,29.1,34.8,60.0,54.5,51.2,12.7,16.4,12.2,55,55
BRUNSON,609830,2550,Network 3,5th Grade,2014,11.3,30.2,20.8,0.0,1.9,0.9,11.3,28.3,19.8,64.2,47.2,55.7,24.5,22.6,23.6,53,53
BRUNSON,609830,2550,Network 3,6th Grade,2014,31.0,35.2,33.1,0.0,1.4,0.7,31.0,33.8,32.4,59.2,39.4,49.3,9.9,25.4,17.6,71,71
BRUNSON,609830,2550,Network 3,7th Grade,2014,19.7,9.4,29.4,1.5,0.0,3.1,18.2,9.4,26.3,56.1,70.3,52.1,24.2,20.3,18.6,66,64
BRUNSON,609830,2550,Network 3,8th Grade,2014,18.8,12.8,15.8,0.0,0.0,0.0,18.8,12.8,15.8,72.9,66.0,69.5,8.3,21.3,14.7,48,47
BYRNE,609832,2570,Network 10,3rd Grade,2010,78.9,86.8,82.9,28.9,39.5,34.2,50.0,47.4,48.7,13.2,9.2,11.2,7.9,3.9,5.9,76,76
BYRNE,609832,2570,Network 10,4th Grade,2010,80.4,92.4,83.3,25.0,25.0,18.5,55.4,67.4,64.9,16.3,4.3,12.7,3.3,3.3,4.0,92,92
BYRNE,609832,2570,Network 10,5th Grade,2010,77.2,88.6,82.9,29.1,20.3,24.7,48.1,68.4,58.2,22.8,10.1,16.5,0.0,1.3,0.6,79,79
BYRNE,609832,2570,Network 10,6th Grade,2010,81.8,89.8,85.8,27.3,18.2,22.7,54.5,71.6,63.1,17.0,10.2,13.6,1.1,0.0,0.6,88,88
BYRNE,609832,2570,Network 10,7th Grade,2010,75.0,81.0,77.0,16.7,11.9,11.9,58.3,69.0,65.1,23.8,19.0,19.8,1.2,0.0,3.2,84,84
BYRNE,609832,2570,Network 10,8th Grade,2010,94.4,84.5,89.4,12.7,21.1,16.9,81.7,63.4,72.5,5.6,14.1,9.9,0.0,1.4,0.7,71,71
BYRNE,609832,2570,Network 10,3rd Grade,2011,83.3,92.4,87.9,36.4,40.9,38.6,47.0,51.5,49.2,15.2,7.6,11.4,1.5,0.0,0.8,66,66
BYRNE,609832,2570,Network 10,4th Grade,2011,80.5,84.4,81.4,35.1,27.3,25.5,45.5,57.1,55.8,18.2,14.3,16.9,1.3,1.3,1.7,77,77
BYRNE,609832,2570,Network 10,5th Grade,2011,83.7,89.5,86.6,22.1,8.1,15.1,61.6,81.4,71.5,16.3,9.3,12.8,0.0,1.2,0.6,86,86
BYRNE,609832,2570,Network 10,6th Grade,2011,90.0,90.0,90.0,32.5,28.8,30.6,57.5,61.3,59.4,10.0,7.5,8.8,0.0,2.5,1.3,80,80
BYRNE,609832,2570,Network 10,7th Grade,2011,81.9,85.5,82.3,21.7,20.5,18.1,60.2,65.1,64.3,18.1,13.3,15.3,0.0,1.2,2.4,83,83
BYRNE,609832,2570,Network 10,8th Grade,2011,82.5,86.3,84.4,3.8,17.5,10.6,78.8,68.8,73.8,17.5,13.8,15.6,0.0,0.0,0.0,80,80
BYRNE,609832,2570,Network 10,3rd Grade,2012,79.3,82.8,81.0,20.7,36.2,28.4,58.6,46.6,52.6,15.5,6.9,11.2,5.2,10.3,7.8,58,58
BYRNE,609832,2570,Network 10,4th Grade,2012,87.0,97.1,89.9,40.6,30.4,30.9,46.4,66.7,58.9,13.0,2.9,9.7,0.0,0.0,0.5,69,69
BYRNE,609832,2570,Network 10,5th Grade,2012,78.8,80.0,79.4,27.1,24.7,25.9,51.8,55.3,53.5,21.2,20.0,20.6,0.0,0.0,0.0,85,85
BYRNE,609832,2570,Network 10,6th Grade,2012,88.1,86.9,87.5,25.0,17.9,21.4,63.1,69.0,66.1,11.9,13.1,12.5,0.0,0.0,0.0,84,84
BYRNE,609832,2570,Network 10,7th Grade,2012,82.5,86.4,83.5,28.8,33.3,28.9,53.8,53.1,54.5,17.5,12.3,13.6,0.0,1.2,2.9,80,81
BYRNE,609832,2570,Network 10,8th Grade,2012,93.0,90.7,91.9,9.3,23.3,16.3,83.7,67.4,75.6,7.0,9.3,8.1,0.0,0.0,0.0,86,86
BYRNE,609832,2570,Network 10,3rd Grade,2013,56.7,38.3,47.5,18.3,3.3,10.8,38.3,35.0,36.7,38.3,53.3,45.8,5.0,8.3,6.7,60,60
BYRNE,609832,2570,Network 10,4th Grade,2013,57.6,62.7,67.5,7.6,6.0,10.0,50.0,56.7,57.5,39.4,29.9,28.5,3.0,7.5,4.0,66,67
BYRNE,609832,2570,Network 10,5th Grade,2013,66.2,70.6,68.4,14.7,11.8,13.2,51.5,58.8,55.1,26.5,25.0,25.7,7.4,4.4,5.9,68,68
BYRNE,609832,2570,Network 10,6th Grade,2013,67.9,60.7,64.3,20.2,13.1,16.7,47.6,47.6,47.6,27.4,33.3,30.4,4.8,6.0,5.4,84,84
BYRNE,609832,2570,Network 10,7th Grade,2013,64.0,64.0,65.1,10.5,9.3,11.6,53.5,54.7,53.5,31.4,29.1,27.1,4.7,7.0,7.8,86,86
BYRNE,609832,2570,Network 10,8th Grade,2013,66.7,70.4,68.5,21.0,17.3,19.1,45.7,53.1,49.4,29.6,25.9,27.8,3.7,3.7,3.7,81,81
BYRNE,609832,2570,Network 10,3rd Grade,2014,50.6,36.4,43.5,13.0,2.6,7.8,37.7,33.8,35.7,44.2,54.5,49.4,5.2,9.1,7.1,77,77
BYRNE,609832,2570,Network 10,4th Grade,2014,66.7,57.9,69.0,17.5,5.3,11.1,49.1,52.6,57.9,29.8,29.8,25.1,3.5,12.3,5.8,57,57
BYRNE,609832,2570,Network 10,5th Grade,2014,35.6,55.9,45.8,5.1,5.1,5.1,30.5,50.8,40.7,57.6,40.7,49.2,6.8,3.4,5.1,59,59
BYRNE,609832,2570,Network 10,6th Grade,2014,71.7,53.3,62.5,16.7,3.3,10.0,55.0,50.0,52.5,28.3,43.3,35.8,0.0,3.3,1.7,60,60
BYRNE,609832,2570,Network 10,7th Grade,2014,65.7,64.2,68.7,13.4,16.4,17.4,52.2,47.8,51.2,23.9,28.4,22.4,10.4,7.5,9.0,67,67
BYRNE,609832,2570,Network 10,8th Grade,2014,46.4,51.8,49.1,5.4,10.7,8.0,41.1,41.1,41.1,46.4,41.1,43.8,7.1,7.1,7.1,56,56
CALDWELL,609833,2580,Network 12,3rd Grade,2010,46.2,69.2,57.7,11.5,23.1,17.3,34.6,46.2,40.4,53.8,26.9,40.4,0.0,3.8,1.9,26,26
CALDWELL,609833,2580,Network 12,4th Grade,2010,39.5,60.5,47.3,4.7,2.3,2.3,34.9,58.1,45.0,58.1,37.2,48.1,2.3,2.3,4.7,43,43
CALDWELL,609833,2580,Network 12,5th Grade,2010,36.7,46.9,41.8,2.0,0.0,1.0,34.7,46.9,40.8,63.3,53.1,58.2,0.0,0.0,0.0,49,49
CALDWELL,609833,2580,Network 12,6th Grade,2010,54.0,64.0,59.0,4.0,12.0,8.0,50.0,52.0,51.0,46.0,36.0,41.0,0.0,0.0,0.0,50,50
CALDWELL,609833,2580,Network 12,7th Grade,2010,51.5,69.7,63.6,0.0,21.2,8.1,51.5,48.5,55.6,48.5,27.3,34.3,0.0,3.0,2.0,33,33
CALDWELL,609833,2580,Network 12,8th Grade,2010,82.0,78.0,80.0,0.0,16.0,8.0,82.0,62.0,72.0,18.0,20.0,19.0,0.0,2.0,1.0,50,50
CALDWELL,609833,2580,Network 12,3rd Grade,2011,69.7,75.8,72.7,15.2,15.2,15.2,54.5,60.6,57.6,27.3,18.2,22.7,3.0,6.1,4.5,33,33
CALDWELL,609833,2580,Network 12,4th Grade,2011,38.1,71.4,46.0,9.5,9.5,7.9,28.6,61.9,38.1,57.1,23.8,47.6,4.8,4.8,6.3,21,21
CALDWELL,609833,2580,Network 12,5th Grade,2011,56.1,65.9,61.0,12.2,4.9,8.5,43.9,61.0,52.4,43.9,34.1,39.0,0.0,0.0,0.0,41,41
CALDWELL,609833,2580,Network 12,6th Grade,2011,65.5,67.2,66.4,1.7,6.9,4.3,63.8,60.3,62.1,32.8,31.0,31.9,1.7,1.7,1.7,58,58
CALDWELL,609833,2580,Network 12,7th Grade,2011,52.8,80.6,65.7,5.6,19.4,9.3,47.2,61.1,56.5,47.2,13.9,25.9,0.0,5.6,8.3,36,36
CALDWELL,609833,2580,Network 12,8th Grade,2011,75.0,62.5,68.8,0.0,12.5,6.3,75.0,50.0,62.5,25.0,37.5,31.3,0.0,0.0,0.0,32,32
CALDWELL,609833,2580,Network 12,3rd Grade,2012,78.1,90.6,84.4,18.8,34.4,26.6,59.4,56.3,57.8,21.9,9.4,15.6,0.0,0.0,0.0,32,32
CALDWELL,609833,2580,Network 12,4th Grade,2012,56.7,66.7,63.3,6.7,10.0,7.8,50.0,56.7,55.6,43.3,33.3,35.6,0.0,0.0,1.1,30,30
CALDWELL,609833,2580,Network 12,5th Grade,2012,59.1,77.3,68.2,13.6,9.1,11.4,45.5,68.2,56.8,40.9,22.7,31.8,0.0,0.0,0.0,22,22
CALDWELL,609833,2580,Network 12,6th Grade,2012,60.6,69.7,65.2,3.0,3.0,3.0,57.6,66.7,62.1,39.4,27.3,33.3,0.0,3.0,1.5,33,33
CALDWELL,609833,2580,Network 12,7th Grade,2012,58.1,69.8,63.3,3.2,7.9,3.7,54.8,61.9,59.6,41.9,28.6,33.0,0.0,1.6,3.7,62,63
CALDWELL,609833,2580,Network 12,8th Grade,2012,74.3,74.3,74.3,2.9,11.4,7.1,71.4,62.9,67.1,25.7,22.9,24.3,0.0,2.9,1.4,35,35
CALDWELL,609833,2580,Network 12,3rd Grade,2013,58.3,41.7,50.0,4.2,0.0,2.1,54.2,41.7,47.9,41.7,54.2,47.9,0.0,4.2,2.1,24,24
CALDWELL,609833,2580,Network 12,4th Grade,2013,57.1,40.0,51.4,5.7,0.0,1.9,51.4,40.0,49.5,40.0,54.3,45.7,2.9,5.7,2.9,35,35
CALDWELL,609833,2580,Network 12,5th Grade,2013,51.5,33.3,42.4,6.1,0.0,3.0,45.5,33.3,39.4,42.4,57.6,50.0,6.1,9.1,7.6,33,33
CALDWELL,609833,2580,Network 12,6th Grade,2013,62.5,68.8,65.6,3.1,15.6,9.4,59.4,53.1,56.3,34.4,25.0,29.7,3.1,6.3,4.7,32,32
CALDWELL,609833,2580,Network 12,7th Grade,2013,39.0,34.1,42.3,9.8,2.4,4.9,29.3,31.7,37.4,48.8,48.8,40.7,12.2,17.1,17.1,41,41
CALDWELL,609833,2580,Network 12,8th Grade,2013,48.2,35.7,42.0,3.6,1.8,2.7,44.6,33.9,39.3,37.5,51.8,44.6,14.3,12.5,13.4,56,56
CALDWELL,609833,2580,Network 12,3rd Grade,2014,43.8,34.4,39.1,6.3,0.0,3.1,37.5,34.4,35.9,50.0,65.6,57.8,6.3,0.0,3.1,32,32
CALDWELL,609833,2580,Network 12,4th Grade,2014,31.8,36.4,45.5,4.5,0.0,3.0,27.3,36.4,42.4,63.6,50.0,48.5,4.5,13.6,6.1,22,22
CALDWELL,609833,2580,Network 12,5th Grade,2014,75.9,58.6,67.2,13.8,0.0,6.9,62.1,58.6,60.3,20.7,41.4,31.0,3.4,0.0,1.7,29,29
CALDWELL,609833,2580,Network 12,6th Grade,2014,46.7,46.7,46.7,3.3,3.3,3.3,43.3,43.3,43.3,53.3,46.7,50.0,0.0,6.7,3.3,30,30
CALDWELL,609833,2580,Network 12,7th Grade,2014,84.6,61.5,76.9,11.5,0.0,5.1,73.1,61.5,71.8,11.5,38.5,21.8,3.8,0.0,1.3,26,26
CALDWELL,609833,2580,Network 12,8th Grade,2014,61.5,38.5,50.0,2.6,0.0,1.3,59.0,38.5,48.7,33.3,48.7,41.0,5.1,12.8,9.0,39,39
LITTLE VILLAGE,609834,2590,Network 7,3rd Grade,2010,54.2,67.0,60.7,4.2,9.0,6.6,50.0,58.0,54.1,35.4,23.0,29.1,10.4,10.0,10.2,96,100
LITTLE VILLAGE,609834,2590,Network 7,4th Grade,2010,51.5,70.1,56.5,12.1,10.4,9.5,39.4,59.7,47.0,43.9,25.4,39.0,4.5,4.5,4.5,66,67
LITTLE VILLAGE,609834,2590,Network 7,5th Grade,2010,60.5,76.6,68.6,6.6,2.6,4.6,53.9,74.0,64.1,38.2,22.1,30.1,1.3,1.3,1.3,76,77
LITTLE VILLAGE,609834,2590,Network 7,6th Grade,2010,56.8,69.7,63.3,12.2,2.6,7.3,44.6,67.1,56.0,41.9,26.3,34.0,1.4,3.9,2.7,74,76
LITTLE VILLAGE,609834,2590,Network 7,7th Grade,2010,63.2,77.6,72.1,5.3,10.5,5.7,57.9,67.1,66.4,34.2,18.4,21.8,2.6,3.9,6.1,76,76
LITTLE VILLAGE,609834,2590,Network 7,8th Grade,2010,69.0,77.8,73.4,2.8,16.7,9.8,66.2,61.1,63.6,31.0,20.8,25.9,0.0,1.4,0.7,71,72
LITTLE VILLAGE,609834,2590,Network 7,3rd Grade,2011,48.9,65.2,57.1,4.5,10.1,7.3,44.3,55.1,49.7,38.6,28.1,33.3,12.5,6.7,9.6,88,89
LITTLE VILLAGE,609834,2590,Network 7,4th Grade,2011,67.4,80.0,74.0,18.0,6.7,11.9,49.4,73.3,62.1,31.5,17.8,23.4,1.1,2.2,2.6,89,90
LITTLE VILLAGE,609834,2590,Network 7,5th Grade,2011,46.7,63.3,55.0,15.0,5.0,10.0,31.7,58.3,45.0,51.7,35.0,43.3,1.7,1.7,1.7,60,60
LITTLE VILLAGE,609834,2590,Network 7,6th Grade,2011,84.7,84.7,84.7,17.6,10.6,14.1,67.1,74.1,70.6,15.3,15.3,15.3,0.0,0.0,0.0,85,85
LITTLE VILLAGE,609834,2590,Network 7,7th Grade,2011,69.7,74.6,71.5,7.6,10.4,7.5,62.1,64.2,64.0,30.3,22.4,24.5,0.0,3.0,4.0,66,67
LITTLE VILLAGE,609834,2590,Network 7,8th Grade,2011,89.9,89.9,89.9,4.3,26.1,15.2,85.5,63.8,74.6,10.1,10.1,10.1,0.0,0.0,0.0,69,69
LITTLE VILLAGE,609834,2590,Network 7,3rd Grade,2012,48.6,60.0,54.3,9.5,12.4,11.0,39.0,47.6,43.3,35.2,32.4,33.8,16.2,7.6,11.9,105,105
