School_Name,School_ID,Network,Grade,Year,Reading_StudentsNumber,Reading_VAM,Reading_Confidence,Reading_Percentile,Reading_Color,Math_StudentsNumber,Math_VAM,Math_Confidence,Math_Percentile,Math_Color
CULLEN,610004,Rock Island,6th Grade,2013,34.0,0.9,-0.3 to 2.2,89,Yellow,34.0,-0.9,-1.7 to -0.2,15,Red
NORWOOD PARK,610099,O'Hare,5th Grade,2013,34.0,0.9,-0.2 to 2,89,Yellow,34.0,1.5,0.8 to 2.2,95,Green
CASSELL,609849,Rock Island,7th Grade,2013,34.0,0.9,-0.4 to 2.1,84,Yellow,34.0,0.1,-0.6 to 0.9,59,Yellow
MORTON,610257,AUSL,7th Grade,2013,33.0,0.8,-0.5 to 2.1,83,Yellow,34.0,-1.3,-2.5 to 0,7,Yellow
ASHE,610268,Skyway,4th Grade,2013,35.0,0.8,-0.3 to 1.8,83,Yellow,34.0,0.2,-0.7 to 1,58,Yellow
LAVIZZO,610208,Rock Island,6th Grade,2013,34.0,0.7,-0.6 to 2.1,83,Yellow,34.0,0.1,-0.9 to 1,52,Yellow
"DAVIS, M",610521,Englewood-Gresham,8th Grade,2013,34.0,0.5,-0.8 to 1.7,76,Yellow,34.0,0.7,-0.2 to 1.5,79,Yellow
DRUMMOND,609896,Fullerton,5th Grade,2013,34.0,0.4,-0.7 to 1.5,70,Yellow,34.0,-0.6,-1.3 to 0.1,25,Yellow
SHABAZZ CHTR-SIZEMORE,400074,Charter/Contract,6th Grade,2013,35.0,0.3,-0.9 to 1.5,67,Yellow,34.0,-0.4,-1.2 to 0.3,33,Yellow
BROWNELL,609813,Skyway,5th Grade,2013,35.0,0.3,-0.8 to 1.5,65,Yellow,34.0,-0.1,-0.8 to 0.7,47,Yellow
METCALFE,609902,Lake Calumet,6th Grade,2013,35.0,0.0,-1.2 to 1.2,52,Yellow,34.0,-0.7,-1.5 to 0,20,Yellow
WHITTIER,610228,Pilsen-Little Village,7th Grade,2013,34.0,0.0,-1.2 to 1.2,47,Yellow,34.0,-1.1,-1.9 to -0.4,9,Red
ASIAN HUMAN SERVICES CHTR - PASSAGES,400060,Charter/Contract,5th Grade,2013,34.0,0.0,-1.2 to 1.1,45,Yellow,34.0,-0.5,-1.2 to 0.3,30,Yellow
MCNAIR,610282,Austin-North Lawndale,7th Grade,2013,34.0,-0.2,-1.5 to 1.1,39,Yellow,34.0,1.3,0.2 to 2.5,94,Green
FOSTER PARK,609927,Englewood-Gresham,4th Grade,2013,34.0,-0.2,-1.2 to 0.7,38,Yellow,34.0,-0.7,-1.4 to 0.1,25,Yellow
ESMOND,609908,Rock Island,4th Grade,2013,34.0,-0.4,-1.4 to 0.6,30,Yellow,34.0,0.8,0 to 1.6,81,Yellow
FULTON,609929,Pershing,8th Grade,2013,34.0,-0.6,-1.9 to 0.7,21,Yellow,34.0,0.5,-0.4 to 1.4,73,Yellow
BOND,610238,Englewood-Gresham,5th Grade,2013,32.0,-0.7,-1.9 to 0.4,16,Yellow,34.0,-0.2,-1 to 0.5,40,Yellow
MITCHELL,610073,Fulton,5th Grade,2013,34.0,-0.8,-1.9 to 0.3,15,Yellow,34.0,-0.3,-1 to 0.4,37,Yellow
HOLMES,609997,Englewood-Gresham,4th Grade,2013,34.0,-1.0,-2 to 0,14,Yellow,34.0,-2.7,-3.5 to -1.9,1,Red
YNG WOMEN-CHTR CAMPUS,400087,Charter/Contract,7th Grade,2013,34.0,-1.0,-2.2 to 0.3,11,Yellow,34.0,-1.4,-2.2 to -0.7,5,Red
GRISSOM,609944,Lake Calumet,6th Grade,2013,34.0,-1.0,-2.2 to 0.2,11,Yellow,34.0,-0.8,-1.5 to -0.1,19,Red
TALMAN,610249,Midway,5th Grade,2013,34.0,-1.2,-2.3 to -0.1,7,Red,34.0,-1.4,-2.2 to -0.7,6,Red
MITCHELL,610073,Fulton,7th Grade,2013,34.0,-1.2,-2.4 to 0,5,Yellow,34.0,-0.3,-1.1 to 0.5,36,Yellow
MAYS,610290,Englewood-Gresham,7th Grade,2013,34.0,-1.2,-2.5 to 0,5,Yellow,34.0,-0.8,-1.6 to -0.1,17,Red
NICHOLSON TECH ACAD,609793,Englewood-Gresham,8th Grade,2013,35.0,-1.2,-2.4 to 0.1,4,Yellow,34.0,0.2,-0.7 to 1.1,59,Yellow
RANDOLPH,609941,Englewood-Gresham,5th Grade,2013,33.0,-1.7,-2.8 to -0.5,3,Red,34.0,1.5,0.8 to 2.3,95,Green
SMYTH,610180,Fulton,5th Grade,2013,34.0,-1.8,-3 to -0.7,2,Red,34.0,0.3,-0.4 to 1.1,66,Yellow
CICS-IRVING PARK,400027,Charter/Contract,8th Grade,2013,34.0,-1.9,-3.1 to -0.6,1,Red,34.0,0.1,-0.7 to 1,57,Yellow
BRENNEMANN,610242,Ravenswood-Ridge,6th Grade,2013,33.0,3.8,2.6 to 5,100,Green,33.0,1.7,1 to 2.5,95,Green
"BROWN, R",610091,Lake Calumet,8th Grade,2013,34.0,2.0,0.7 to 3.2,98,Green,33.0,-0.2,-1 to 0.7,43,Yellow
BROWNELL,609813,Skyway,4th Grade,2013,33.0,1.2,0.2 to 2.3,93,Green,33.0,0.5,-0.3 to 1.3,70,Yellow
CALDWELL,609833,Skyway,4th Grade,2013,33.0,1.0,-0.1 to 2,88,Yellow,33.0,-1.6,-2.4 to -0.8,6,Red
ASHBURN,610287,Midway,5th Grade,2013,33.0,0.9,-0.3 to 2,88,Yellow,33.0,-0.9,-1.6 to -0.1,17,Red
LENART,610298,Skyway,6th Grade,2013,33.0,0.9,-0.3 to 2.1,87,Yellow,33.0,2.4,1.6 to 3.1,99,Green
FOSTER PARK,609927,Englewood-Gresham,6th Grade,2013,32.0,0.9,-0.4 to 2.1,86,Yellow,33.0,0.7,-0.1 to 1.5,79,Yellow
O'KEEFFE,610103,Skyway,5th Grade,2013,33.0,0.8,-0.4 to 2,86,Yellow,33.0,1.2,0.5 to 2,89,Green
ELLINGTON,609904,Austin-North Lawndale,7th Grade,2013,32.0,0.9,-0.4 to 2.1,85,Yellow,33.0,-0.8,-1.7 to 0,17,Red
UNO CHTR-DE LAS CASAS,400081,Charter/Contract,6th Grade,2013,33.0,0.7,-0.5 to 2,84,Yellow,33.0,0.1,-0.7 to 0.8,53,Yellow
GARVEY,610128,Rock Island,6th Grade,2013,33.0,0.7,-0.5 to 1.9,82,Yellow,33.0,-0.4,-1.2 to 0.3,30,Yellow
HOYNE,610002,Skyway,4th Grade,2013,33.0,0.7,-0.3 to 1.7,81,Yellow,33.0,0.6,-0.2 to 1.4,76,Yellow
PEREZ,609872,Pilsen-Little Village,6th Grade,2013,33.0,0.6,-0.6 to 1.8,79,Yellow,33.0,0.8,0.1 to 1.6,82,Green
"WARD, L",610133,Garfield-Humboldt,4th Grade,2013,33.0,0.6,-0.4 to 1.6,78,Yellow,33.0,1.0,0.1 to 1.8,86,Green
MCNAIR,610282,Austin-North Lawndale,8th Grade,2013,34.0,0.5,-0.8 to 1.8,77,Yellow,33.0,-0.4,-1.3 to 0.4,31,Yellow
GREGORY,609954,Garfield-Humboldt,5th Grade,2013,33.0,0.5,-0.6 to 1.7,76,Yellow,33.0,1.4,0.6 to 2.2,93,Green
ESMOND,609908,Rock Island,5th Grade,2013,33.0,0.5,-0.6 to 1.7,76,Yellow,33.0,0.5,-0.2 to 1.3,73,Yellow
GRAHAM,609947,Pershing,5th Grade,2013,33.0,0.5,-0.6 to 1.6,74,Yellow,33.0,0.9,0.2 to 1.6,84,Green
"CLARK, G",609795,Austin-North Lawndale,4th Grade,2013,33.0,0.5,-0.6 to 1.5,72,Yellow,33.0,0.1,-0.7 to 0.9,56,Yellow
OGLESBY,610102,Englewood-Gresham,6th Grade,2013,34.0,0.3,-1 to 1.6,68,Yellow,33.0,-0.6,-1.4 to 0.2,25,Yellow
GRISSOM,609944,Lake Calumet,4th Grade,2013,33.0,0.3,-0.7 to 1.3,66,Yellow,33.0,0.4,-0.4 to 1.2,67,Yellow
CHALMERS,609851,Austin-North Lawndale,4th Grade,2013,33.0,0.2,-0.8 to 1.2,62,Yellow,33.0,-1.0,-1.8 to -0.2,16,Red
GARVEY,610128,Rock Island,8th Grade,2013,33.0,0.2,-1.1 to 1.4,58,Yellow,33.0,-1.0,-1.8 to -0.1,14,Red
WHISTLER,610225,Lake Calumet,6th Grade,2013,33.0,0.1,-1.2 to 1.3,56,Yellow,33.0,0.0,-0.8 to 0.7,49,Yellow
BRENTANO,609809,Fullerton,6th Grade,2013,32.0,0.1,-1.2 to 1.3,55,Yellow,33.0,-0.3,-1.1 to 0.5,36,Yellow
EDISON PARK,610523,O'Hare,5th Grade,2013,33.0,0.0,-1.1 to 1.2,48,Yellow,33.0,0.3,-0.4 to 1,61,Yellow
CARTER,609844,Burnham Park,7th Grade,2013,34.0,0.0,-1.4 to 1.3,47,Yellow,33.0,-1.0,-1.9 to 0,12,Red
PENN,610123,Austin-North Lawndale,5th Grade,2013,33.0,0.0,-1.2 to 1.2,46,Yellow,33.0,-0.1,-0.8 to 0.7,47,Yellow
SOLOMON,610182,O'Hare,4th Grade,2013,33.0,-0.1,-1.1 to 0.8,45,Yellow,33.0,-0.4,-1.2 to 0.4,36,Yellow
PEREZ,609872,Pilsen-Little Village,7th Grade,2013,33.0,-0.1,-1.4 to 1.1,43,Yellow,33.0,1.1,0.3 to 1.9,89,Green
CHASE,609853,Fullerton,5th Grade,2013,33.0,-0.1,-1.3 to 1,40,Yellow,33.0,-0.9,-1.6 to -0.1,16,Red
SUDER,610405,Fulton,6th Grade,2013,33.0,-0.2,-1.4 to 1,39,Yellow,33.0,-0.5,-1.2 to 0.3,29,Yellow
GALAPAGOS CHTR CAMPUS,400041,Charter/Contract,8th Grade,2013,33.0,-0.5,-1.7 to 0.8,27,Yellow,33.0,0.3,-0.6 to 1.1,64,Yellow
NASH,610092,Austin-North Lawndale,5th Grade,2013,33.0,-0.5,-1.7 to 0.7,24,Yellow,33.0,-1.4,-2.2 to -0.6,7,Red
LEARN CHTR - CAMPBELL,400047,Charter/Contract,5th Grade,2013,33.0,-0.5,-1.7 to 0.6,23,Yellow,33.0,-1.2,-1.9 to -0.5,10,Red
LANGFORD,609869,Englewood-Gresham,6th Grade,2013,33.0,-0.6,-1.9 to 0.6,21,Yellow,33.0,0.2,-0.6 to 1.1,61,Yellow
ASIAN HUMAN SERVICES CHTR - PASSAGES,400060,Charter/Contract,7th Grade,2013,33.0,-0.7,-2 to 0.5,17,Yellow,33.0,0.4,-0.4 to 1.2,69,Yellow
MANIERRE,610048,Fullerton,6th Grade,2013,33.0,-0.8,-2 to 0.4,16,Yellow,33.0,-0.3,-1.1 to 0.5,37,Yellow
NORTH RIVER,610354,O'Hare,7th Grade,2013,33.0,-0.8,-2 to 0.4,14,Yellow,33.0,-0.7,-1.5 to 0,20,Yellow
EVERS,610362,Rock Island,4th Grade,2013,33.0,-1.3,-2.3 to -0.3,9,Red,33.0,-0.9,-1.7 to -0.1,19,Red
DUNNE TECH ACAD,610188,Rock Island,6th Grade,2013,33.0,-1.2,-2.4 to 0,8,Yellow,33.0,0.7,-0.1 to 1.4,78,Yellow
FOSTER PARK,609927,Englewood-Gresham,5th Grade,2013,33.0,-1.2,-2.4 to -0.1,7,Red,33.0,0.2,-0.5 to 0.9,58,Yellow
WARREN,610218,Skyway,6th Grade,2013,32.0,-1.4,-2.7 to -0.2,4,Red,33.0,-0.6,-1.3 to 0.2,27,Yellow
CHOPIN,609854,Fulton,8th Grade,2013,33.0,-4.2,-5.5 to -3,0,Red,33.0,-3.1,-3.9 to -2.2,0,Red
CHOPIN,609854,Fulton,7th Grade,2013,33.0,-4.4,-5.6 to -3.1,0,Red,33.0,0.1,-0.7 to 0.9,57,Yellow
UNO CHTR-DE LAS CASAS,400081,Charter/Contract,4th Grade,2013,32.0,1.7,0.7 to 2.7,98,Green,32.0,0.4,-0.4 to 1.1,64,Yellow
"LOCKE, A CHTR",400011,Charter/Contract,7th Grade,2013,32.0,1.6,0.4 to 2.8,98,Green,32.0,0.4,-0.4 to 1.2,68,Yellow
OROZCO,610329,Pilsen-Little Village,5th Grade,2013,32.0,1.6,0.5 to 2.7,97,Green,32.0,2.2,1.5 to 2.9,98,Green
CALDWELL,609833,Skyway,5th Grade,2013,32.0,1.6,0.4 to 2.8,97,Green,32.0,0.3,-0.4 to 1.1,64,Yellow
FERNWOOD,609917,Rock Island,8th Grade,2013,32.0,1.3,0 to 2.6,95,Green,32.0,0.0,-0.8 to 0.9,52,Yellow
BEETHOVEN,610237,Burnham Park,6th Grade,2013,32.0,1.3,0 to 2.6,94,Green,32.0,1.3,0.5 to 2.1,91,Green
MAYS,610290,Englewood-Gresham,6th Grade,2013,32.0,1.0,-0.3 to 2.3,90,Yellow,32.0,-0.9,-1.7 to -0.1,15,Red
BARNARD,609788,Rock Island,5th Grade,2013,31.0,0.9,-0.2 to 2.1,89,Yellow,32.0,-0.4,-1.1 to 0.4,33,Yellow
UNO CHTR-PAZ,400083,Charter/Contract,4th Grade,2013,32.0,0.8,-0.2 to 1.8,85,Yellow,32.0,-0.3,-1.1 to 0.5,39,Yellow
SHERWOOD,610173,Englewood-Gresham,5th Grade,2013,31.0,0.8,-0.4 to 1.9,85,Yellow,32.0,-0.6,-1.4 to 0.1,25,Yellow
"DAVIS, M",610521,Englewood-Gresham,7th Grade,2013,32.0,0.8,-0.4 to 2.1,84,Yellow,32.0,-0.2,-0.9 to 0.6,42,Yellow
UNO CHTR-DE LAS CASAS,400081,Charter/Contract,5th Grade,2013,32.0,0.7,-0.4 to 1.8,82,Yellow,32.0,-0.9,-1.6 to -0.1,17,Red
UNO CHTR-TAMAYO,400084,Charter/Contract,6th Grade,2013,32.0,0.5,-0.7 to 1.7,77,Yellow,32.0,-0.1,-0.8 to 0.7,48,Yellow
MCCUTCHEON,610269,Ravenswood-Ridge,8th Grade,2013,32.0,0.5,-0.8 to 1.8,77,Yellow,32.0,0.9,0 to 1.8,86,Green
HOPE CONTR ES,400043,Charter/Contract,5th Grade,2013,32.0,0.5,-0.6 to 1.7,75,Yellow,32.0,-0.7,-1.4 to 0.1,24,Yellow
LENART,610298,Skyway,4th Grade,2013,32.0,0.3,-0.7 to 1.3,63,Yellow,32.0,-1.4,-2.2 to -0.7,7,Red
AVALON PARK,609786,Skyway,5th Grade,2013,32.0,0.2,-0.9 to 1.4,60,Yellow,32.0,0.0,-0.7 to 0.8,52,Yellow
FOSTER PARK,609927,Englewood-Gresham,8th Grade,2013,32.0,0.1,-1.2 to 1.4,55,Yellow,32.0,0.4,-0.5 to 1.2,68,Yellow
LENART,610298,Skyway,8th Grade,2013,32.0,0.1,-1.2 to 1.4,55,Yellow,32.0,0.5,-0.3 to 1.4,74,Yellow
LEARN CHRT - SO CHICAGO,400107,Charter/Contract,5th Grade,2013,32.0,0.1,-1 to 1.3,53,Yellow,32.0,0.0,-0.7 to 0.8,50,Yellow
UNO CHTR-TAMAYO,400084,Charter/Contract,5th Grade,2013,32.0,0.1,-1.1 to 1.2,50,Yellow,32.0,-1.2,-2 to -0.5,9,Red
PEREZ,609872,Pilsen-Little Village,4th Grade,2013,32.0,-0.2,-1.1 to 0.8,43,Yellow,32.0,1.2,0.4 to 2,90,Green
GREGORY,609954,Garfield-Humboldt,7th Grade,2013,32.0,-0.2,-1.4 to 1.1,41,Yellow,32.0,2.6,1.8 to 3.4,99,Green
NASH,610092,Austin-North Lawndale,6th Grade,2013,33.0,-0.2,-1.4 to 1,41,Yellow,32.0,0.8,0 to 1.6,82,Green
BRIGHT,609811,Lake Calumet,4th Grade,2013,33.0,-0.3,-1.3 to 0.7,35,Yellow,32.0,0.4,-0.5 to 1.2,66,Yellow
UNO CHTR-TAMAYO,400084,Charter/Contract,7th Grade,2013,32.0,-0.4,-1.6 to 0.8,29,Yellow,32.0,-0.5,-1.3 to 0.2,28,Yellow
CITYWIDE OSS SCHOOLS,610497,--,All Grades,2013,32.0,-0.5,-2 to 1.1,27,Yellow,32.0,-1.3,-2.4 to -0.1,10,Red
ELLINGTON,609904,Austin-North Lawndale,5th Grade,2013,32.0,-0.5,-1.7 to 0.8,26,Yellow,32.0,-1.5,-2.3 to -0.7,6,Red
PARK MANOR,610115,Skyway,5th Grade,2013,31.0,-0.5,-1.7 to 0.7,23,Yellow,32.0,0.0,-0.8 to 0.8,51,Yellow
MCNAIR,610282,Austin-North Lawndale,5th Grade,2013,32.0,-0.5,-1.9 to 0.9,23,Yellow,32.0,-1.7,-2.7 to -0.7,4,Red
"HUGHES, L",610368,Rock Island,6th Grade,2013,29.0,-0.7,-2 to 0.6,20,Yellow,32.0,0.8,0 to 1.6,81,Yellow
GRISSOM,609944,Lake Calumet,5th Grade,2013,32.0,-0.8,-1.9 to 0.4,16,Yellow,32.0,0.4,-0.4 to 1.1,66,Yellow
GARVEY,610128,Rock Island,7th Grade,2013,32.0,-0.8,-2 to 0.5,15,Yellow,32.0,0.3,-0.4 to 1.1,67,Yellow
JOHNSON,610274,AUSL,7th Grade,2013,32.0,-1.0,-2.3 to 0.3,10,Yellow,32.0,-1.4,-2.3 to -0.6,5,Red
WEBSTER,610221,Garfield-Humboldt,4th Grade,2013,32.0,-1.2,-2.3 to -0.2,10,Red,32.0,0.3,-0.6 to 1.1,60,Yellow
EVERS,610362,Rock Island,6th Grade,2013,32.0,-1.2,-2.5 to 0,7,Yellow,32.0,-0.7,-1.5 to 0.1,20,Yellow
PERSPECTIVES CHTR JOSLIN,400064,Charter/Contract,6th Grade,2013,32.0,-1.3,-2.6 to 0,6,Red,32.0,0.1,-0.7 to 0.9,53,Yellow
DUNNE TECH ACAD,610188,Rock Island,8th Grade,2013,32.0,-1.4,-2.7 to -0.2,2,Red,32.0,-0.3,-1.2 to 0.5,37,Yellow
"EDISON, T",609794,O'Hare,4th Grade,2013,31.0,2.4,1.4 to 3.4,99,Green,31.0,0.6,-0.2 to 1.4,75,Yellow
"EDISON, T",609794,O'Hare,6th Grade,2013,31.0,1.6,0.3 to 2.8,96,Green,31.0,2.2,1.5 to 3,98,Green
AVALON PARK,609786,Skyway,6th Grade,2013,31.0,0.8,-0.5 to 2.2,86,Yellow,31.0,1.0,0.1 to 1.8,86,Green
MOLLISON,610276,Burnham Park,7th Grade,2013,32.0,0.8,-0.5 to 2.1,83,Yellow,31.0,-0.6,-1.4 to 0.3,26,Yellow
SMITH,609978,Lake Calumet,4th Grade,2013,30.0,0.7,-0.4 to 1.7,79,Yellow,31.0,-0.1,-0.9 to 0.8,49,Yellow
SKINNER NORTH,610534,Fullerton,4th Grade,2013,31.0,0.6,-0.4 to 1.6,78,Yellow,31.0,-0.5,-1.3 to 0.3,30,Yellow
NEIL,610093,Skyway,5th Grade,2013,31.0,0.6,-0.6 to 1.7,77,Yellow,31.0,1.1,0.3 to 1.8,87,Green
FERNWOOD,609917,Rock Island,4th Grade,2013,31.0,0.6,-0.5 to 1.6,76,Yellow,31.0,1.6,0.8 to 2.4,97,Green
CHALMERS,609851,Austin-North Lawndale,7th Grade,2013,32.0,0.5,-0.8 to 1.8,73,Yellow,31.0,0.6,-0.2 to 1.4,75,Yellow
DEWEY,609885,Pershing,5th Grade,2013,31.0,0.5,-0.7 to 1.6,73,Yellow,31.0,-0.8,-1.6 to -0.1,19,Red
MCNAIR,610282,Austin-North Lawndale,6th Grade,2013,30.0,0.4,-0.9 to 1.8,73,Yellow,31.0,-0.4,-1.2 to 0.5,35,Yellow
WILDWOOD,610230,O'Hare,8th Grade,2013,31.0,0.4,-0.9 to 1.7,72,Yellow,31.0,-1.3,-2.2 to -0.5,6,Red
SKINNER NORTH,610534,Fullerton,5th Grade,2013,31.0,0.4,-0.7 to 1.6,71,Yellow,31.0,1.8,1 to 2.5,96,Green
UNO CHTR-DE LAS CASAS,400081,Charter/Contract,8th Grade,2013,32.0,0.4,-0.9 to 1.6,69,Yellow,31.0,-0.7,-1.6 to 0.1,20,Yellow
WEBSTER,610221,Garfield-Humboldt,7th Grade,2013,31.0,0.4,-0.9 to 1.7,68,Yellow,31.0,-0.3,-1.1 to 0.5,37,Yellow
"EDISON, T",609794,O'Hare,5th Grade,2013,31.0,0.4,-0.8 to 1.5,66,Yellow,31.0,0.8,0.1 to 1.5,81,Green
"EDISON, T",609794,O'Hare,7th Grade,2013,31.0,0.4,-0.9 to 1.6,66,Yellow,31.0,1.3,0.5 to 2.1,93,Green
SMITH,609978,Lake Calumet,6th Grade,2013,31.0,0.3,-1 to 1.5,65,Yellow,31.0,-0.6,-1.4 to 0.2,25,Yellow
LENART,610298,Skyway,5th Grade,2013,31.0,0.3,-0.9 to 1.4,61,Yellow,31.0,1.0,0.3 to 1.8,86,Green
NORWOOD PARK,610099,O'Hare,7th Grade,2013,31.0,0.2,-1 to 1.5,61,Yellow,31.0,0.3,-0.5 to 1.1,65,Yellow
PEREZ,609872,Pilsen-Little Village,8th Grade,2013,31.0,0.2,-1.1 to 1.5,61,Yellow,31.0,0.7,-0.2 to 1.5,78,Yellow
WARREN,610218,Skyway,4th Grade,2013,31.0,0.2,-0.8 to 1.2,61,Yellow,31.0,0.8,0 to 1.6,82,Yellow
EVERETT,609909,Pershing,5th Grade,2013,31.0,0.2,-1 to 1.4,58,Yellow,31.0,-1.0,-1.7 to -0.2,13,Red
JENNER,610012,Fullerton,8th Grade,2013,30.0,0.1,-1.2 to 1.4,57,Yellow,31.0,-1.1,-2 to -0.2,11,Red
BURNHAM,609821,Lake Calumet,7th Grade,2013,31.0,0.1,-1.2 to 1.4,53,Yellow,31.0,1.5,0.7 to 2.3,96,Green
ASHE,610268,Skyway,6th Grade,2013,31.0,0.0,-1.3 to 1.3,53,Yellow,31.0,1.0,0.2 to 1.8,87,Green
"JACKSON, M",610369,Englewood-Gresham,7th Grade,2013,29.0,0.0,-1.3 to 1.3,49,Yellow,31.0,0.8,0 to 1.7,82,Yellow
ELLINGTON,609904,Austin-North Lawndale,4th Grade,2013,31.0,-0.1,-1.2 to 1,47,Yellow,31.0,-0.8,-1.7 to 0,21,Yellow
CLARK HS,610244,West Side,All Grades,2013,31.0,-0.2,-1.8 to 1.4,38,Yellow,31.0,-0.7,-1.9 to 0.6,25,Yellow
WHISTLER,610225,Lake Calumet,4th Grade,2013,31.0,-0.3,-1.3 to 0.7,35,Yellow,31.0,0.4,-0.4 to 1.2,65,Yellow
UNO CHTR-TAMAYO,400084,Charter/Contract,8th Grade,2013,31.0,-0.3,-1.6 to 0.9,33,Yellow,31.0,-0.7,-1.5 to 0.2,22,Yellow
KOZMINSKI,610030,Burnham Park,5th Grade,2013,31.0,-0.3,-1.5 to 0.8,31,Yellow,31.0,-0.4,-1.2 to 0.3,32,Yellow
LEARN CHTR - CAMPBELL,400047,Charter/Contract,6th Grade,2013,31.0,-0.4,-1.6 to 0.9,31,Yellow,31.0,0.5,-0.3 to 1.3,72,Yellow
LANGFORD,609869,Englewood-Gresham,5th Grade,2013,31.0,-0.3,-1.6 to 0.9,30,Yellow,31.0,0.9,0.1 to 1.7,85,Green
KOZMINSKI,610030,Burnham Park,6th Grade,2013,31.0,-0.5,-1.7 to 0.8,27,Yellow,31.0,-0.2,-1 to 0.6,40,Yellow
BURKE,609819,Burnham Park,6th Grade,2013,31.0,-0.6,-1.8 to 0.7,23,Yellow,31.0,-1.2,-2 to -0.4,10,Red
BURKE,609819,Burnham Park,5th Grade,2013,31.0,-0.6,-1.8 to 0.6,20,Yellow,31.0,-0.2,-1 to 0.6,42,Yellow
SOLOMON,610182,O'Hare,7th Grade,2013,31.0,-0.6,-1.9 to 0.6,20,Yellow,31.0,-0.2,-0.9 to 0.6,42,Yellow
HINTON,610299,Englewood-Gresham,4th Grade,2013,32.0,-1.2,-2.2 to -0.1,11,Red,31.0,-1.2,-2 to -0.3,13,Red
BURR,609828,Fulton,6th Grade,2013,31.0,-1.3,-2.5 to -0.1,7,Red,31.0,0.1,-0.7 to 0.9,54,Yellow
HENDERSON,609986,Englewood-Gresham,4th Grade,2013,31.0,-1.7,-2.7 to -0.7,4,Red,31.0,-0.7,-1.5 to 0.1,24,Yellow
MITCHELL,610073,Fulton,4th Grade,2013,31.0,-2.5,-3.5 to -1.5,1,Red,31.0,-1.0,-1.8 to -0.2,17,Red
EARLE,609897,Englewood-Gresham,5th Grade,2013,29.0,1.2,0 to 2.4,94,Yellow,30.0,2.6,1.8 to 3.3,99,Green
GREEN,610032,Rock Island,4th Grade,2013,30.0,1.2,0.1 to 2.2,93,Green,30.0,0.3,-0.5 to 1.2,64,Yellow
EARLE,609897,Englewood-Gresham,7th Grade,2013,32.0,1.1,-0.2 to 2.5,92,Yellow,30.0,0.3,-0.6 to 1.2,66,Yellow
ESMOND,609908,Rock Island,8th Grade,2013,30.0,1.0,-0.3 to 2.3,91,Yellow,30.0,0.3,-0.6 to 1.2,66,Yellow
KELLER,610084,Rock Island,5th Grade,2013,30.0,0.8,-0.4 to 2,86,Yellow,30.0,0.5,-0.2 to 1.3,71,Yellow
BOND,610238,Englewood-Gresham,8th Grade,2013,30.0,0.8,-0.5 to 2.1,86,Yellow,30.0,-0.3,-1.3 to 0.6,36,Yellow
PENN,610123,Austin-North Lawndale,7th Grade,2013,31.0,0.9,-0.4 to 2.1,85,Yellow,30.0,-0.9,-1.8 to -0.1,13,Red
TALMAN,610249,Midway,6th Grade,2013,29.0,0.7,-0.5 to 2,84,Yellow,30.0,-0.5,-1.3 to 0.3,28,Yellow
UNO CHTR - ST MARKS,400114,Charter/Contract,6th Grade,2013,30.0,0.6,-0.6 to 1.9,81,Yellow,30.0,0.6,-0.2 to 1.4,74,Yellow
HEARST,609981,Midway,4th Grade,2013,30.0,0.7,-0.4 to 1.7,80,Yellow,30.0,0.2,-0.7 to 1,58,Yellow
TELPOCHCALLI,609921,Pilsen-Little Village,4th Grade,2013,30.0,0.7,-0.4 to 1.7,80,Yellow,30.0,1.5,0.7 to 2.3,96,Green
MOOS,610076,Fulton,8th Grade,2013,33.0,0.5,-0.7 to 1.8,79,Yellow,30.0,1.3,0.4 to 2.2,94,Green
MAYER,610059,Fullerton,8th Grade,2013,30.0,0.4,-0.9 to 1.7,74,Yellow,30.0,1.1,0.3 to 2,91,Green
UNO CHTR - ST MARKS,400114,Charter/Contract,4th Grade,2013,30.0,0.4,-0.6 to 1.4,69,Yellow,30.0,0.5,-0.3 to 1.3,72,Yellow
"WELLS, I",610110,Burnham Park,6th Grade,2013,29.0,0.3,-0.9 to 1.6,69,Yellow,30.0,-0.3,-1.1 to 0.6,39,Yellow
VANDERPOEL,610207,Rock Island,6th Grade,2013,30.0,0.3,-0.9 to 1.6,68,Yellow,30.0,-0.5,-1.2 to 0.3,29,Yellow
MITCHELL,610073,Fulton,8th Grade,2013,30.0,0.3,-1 to 1.6,66,Yellow,30.0,0.5,-0.3 to 1.4,75,Yellow
NICHOLSON TECH ACAD,609793,Englewood-Gresham,6th Grade,2013,30.0,0.3,-1 to 1.6,65,Yellow,30.0,-0.7,-1.5 to 0.1,21,Yellow
SHERWOOD,610173,Englewood-Gresham,7th Grade,2013,32.0,0.3,-1 to 1.6,64,Yellow,30.0,-0.3,-1.2 to 0.5,36,Yellow
MCDADE,610066,Skyway,6th Grade,2013,29.0,0.2,-1.1 to 1.5,63,Yellow,30.0,2.0,1.2 to 2.8,97,Green
WOODLAWN,609977,Burnham Park,5th Grade,2013,30.0,0.3,-0.9 to 1.5,62,Yellow,30.0,0.2,-0.6 to 0.9,58,Yellow
NORTH RIVER,610354,O'Hare,8th Grade,2013,30.0,0.2,-1.1 to 1.5,61,Yellow,30.0,-0.6,-1.5 to 0.3,25,Yellow
